Pledge Date,Amount,Stage,Campaign Name,Zip/Postal Code,Account ID
4/28/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94123,0015000000ZixGu
4/28/11,$250.00 ,Posted,FY11 Benefit: Donations,94114,0015000000VRRCI
4/28/11,"$1,300.00 ",Posted,FY11 Benefit: Donations,94115,0015000000Yn8L8
4/28/11,"$1,500.00 ",Posted,FY11 Benefit: Donations,2144,0015000000VRR0u
4/28/11,$293.45 ,Posted,FY11 Benefit: Donations,90291,0015000000VRRGE
4/28/11,"$5,000.00 ",Posted,FY11 Benefit: Donations,94115,0015000000VRR8q
4/28/11,"$2,300.00 ",Posted,FY11 Benefit: Donations,94010,0015000000VRR1v
4/28/11,$200.00 ,Posted,FY11 Benefit: NTD Portion of Tickets,94118,0015000000VRR74
4/28/11,$700.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94122,0015000000ZiwJu
4/28/11,$700.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94115,0015000000Yn8L8
4/28/11,$700.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94131,0015000000VRRAZ
4/28/11,"$25,000.00 ",Posted,FY11 Benefit: Ticket/Table Sales,90291,0015000000VRRGE
4/28/11,$700.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94010,0015000000VRR1v
4/29/11,"$5,000.00 ",Posted,FY11 Benefit: BATP,94025,0015000000VRR0O
4/29/11,"$100,000.00 ",Posted,FY11 Benefit: BATP,6831,0015000000VRRHH
4/29/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94123,0015000000ZiyBg
4/29/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94107,0015000000Ziy9u
4/29/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94941,0015000000ZiyF4
4/29/11,$500.00 ,Posted,FY11 Benefit: Concert Sales,94115,0015000000ZiyCo
4/29/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94122,0015000000Zj0S1
4/29/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94109,0015000000ZiyDr
4/29/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94609,0015000000Ziy92
4/29/11,$300.00 ,Posted,FY11 Benefit: Concert Sales,94122,0015000000Zj0Rm
4/29/11,$500.00 ,Posted,FY11 Benefit: Donations,94010,0015000000ZiwHe
4/29/11,"$1,000.00 ",Posted,FY11 Benefit: Donations,94127,0015000000VRR3u
5/1/11,$30.00 ,Posted,FY11 Annual Giving,94957,0015000000VRRcF
5/2/11,$400.00 ,Posted,FY11 Benefit: Concert Sales,94109,0015000000Zj5yJ
5/2/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94118,0015000000Zj5zC
5/2/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94115,0015000000Zj5yx
5/2/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94904,0015000000Zj5zD
5/2/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94402,0015000000ZiclW
5/2/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94410,0015000000Zj5zW
5/2/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94118,0015000000Zj3up
5/2/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94118,0015000000VRR3A
5/2/11,"$1,000.00 ",Posted,FY11 Benefit: Donations,94118,0015000000VRR0b
5/2/11,$100.00 ,Posted,FY11 Benefit: Donations,92078,0015000000Zix2u
5/2/11,$700.00 ,Posted,FY11 Benefit: Donations,94115,0015000000VRRCO
5/2/11,$500.00 ,Posted,FY11 Benefit: Donations,94133,0015000000VRR1s
5/2/11,$500.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94118,0015000000VRR74
5/2/11,$700.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94123,0015000000YmoaB
5/3/11,"$5,000.00 ",Posted,FY11 Annual Giving,94062,0015000000XqgJJ
5/3/11,$100.00 ,Posted,FY11 Annual Giving,94025,0015000000Zj4ed
5/3/11,"$5,000.00 ",Posted,FY11 Benefit: BATP,94118,0015000000VRRFo
5/3/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94115,0015000000Zj5zq
5/3/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94127,0015000000VRRR8
5/3/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94110,0015000000Zj60C
5/3/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94941,0015000000Zj600
5/3/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94123,0015000000Zj60F
5/4/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94115,0015000000VRRRK
5/4/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94109,0015000000Zj60t
5/4/11,"$2,666.67 ",Posted,FY11 Benefit: Ticket/Table Sales,94118,0015000000VRR6Y
5/5/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94941,0015000000aE0Um
5/5/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94127,0015000000VRRdS
5/5/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94108,0015000000aE0Iw
5/5/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94102,0015000000aE0TU
5/5/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94102,0015000000aE0OF
5/5/11,$100.00 ,Posted,FY11 Benefit: Ticket/Table Sales,,0015000000VRRdf
5/6/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94941,0015000000aE0Xg
5/6/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94110,0015000000aE0Ye
5/6/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94107,0015000000aE0pM
5/6/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94123,0015000000aE0qY
5/6/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,12583,0015000000VRRbJ
5/6/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94103,0015000000aE0ZI
5/6/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,,0015000000aE0W9
5/6/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94107,0015000000VRRYB
5/6/11,$350.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94115,0015000000VRReJ
5/7/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94610,0015000000aE0HZ
5/9/11,$40.00 ,Posted,FY11 Annual Giving,94303,0015000000aEGJG
5/9/11,$100.00 ,Posted,FY11 Annual Giving,94131,0015000000aEGLR
5/9/11,$50.00 ,Posted,FY11 Annual Giving,94305,0015000000aEGKn
5/9/11,"$1,500.00 ",Posted,FY11 Annual Giving,94123,0015000000VRRO0
5/9/11,$50.00 ,Posted,FY11 Annual Giving,94025,0015000000aEGJQ
5/9/11,$500.00 ,Posted,FY11 Annual Giving,94010,0015000000VRR1v
5/9/11,"$5,000.00 ",Posted,FY11 Benefit: BATP,94010,0015000000VRR6Z
5/9/11,"$5,000.00 ",Posted,FY11 Benefit: BATP,83025,0015000000VRRCL
5/9/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94110,0015000000WWbWs
5/9/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94123,0015000000aE0eN
5/9/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94925,0015000000VRRXf
5/9/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,95448,0015000000VRR9H
5/9/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94110,0015000000aE0hg
5/9/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,95008,0015000000VRRSA
5/9/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,90254,0015000000aE0bd
5/9/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94109,0015000000VRRdd
5/9/11,$400.00 ,Posted,FY11 Benefit: Concert Sales,94111,0015000000VRRNc
5/9/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94131,0015000000aE0az
5/9/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94123,0015000000VRR3J
5/9/11,$100.00 ,Posted,FY11 Benefit: Donations,19010,0015000000Yns7n
5/9/11,"$1,000.00 ",Posted,FY11 Benefit: Donations,94901,0015000000VRR9C
5/9/11,"$2,000.00 ",Posted,FY11 Benefit: Donations,94904,0015000000VRR9i
5/9/11,$218.00 ,Posted,FY11 Benefit: Donations,94117,0015000000VRRXF
5/9/11,$300.00 ,Posted,FY11 Benefit: Donations,94925,0015000000VRRXf
5/9/11,$350.00 ,Posted,FY11 Benefit: Donations,94115,0015000000VRRRC
5/9/11,$50.00 ,Posted,FY11 Benefit: Donations,95008,0015000000VRRSA
5/9/11,$100.00 ,Posted,FY11 Benefit: Donations,94118,0015000000VRREB
5/9/11,"$50,000.00 ",Posted,FY11 Benefit: Ticket/Table Sales,94301,0015000000VRR2A
5/9/11,$700.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94107,0015000000WV3cv
5/9/11,$350.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94118,0015000000VRREB
5/10/11,$100.00 ,Posted,FY11 Annual Giving,94107,0015000000aEGHV
5/10/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94110,0015000000YAcf2
5/10/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94123,0015000000aE6SK
5/10/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94123,0015000000aEILq
5/10/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94131,0015000000aEGJa
5/10/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94109,0015000000VRRI5
5/10/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94115,0015000000VRRXH
5/10/11,$600.00 ,Posted,FY11 Benefit: Concert Sales,94123,0015000000VRRWs
5/10/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94108,0015000000aEGIc
5/10/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94114,0015000000aEITL
5/10/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94117,0015000000aE70l
5/10/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94115,0015000000aEIBX
5/10/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94010,0015000000aEG0r
5/10/11,$300.00 ,Posted,FY11 Benefit: Concert Sales,94025,0015000000VRRUL
5/10/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,20816,0015000000aE6yp
5/10/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94952,0015000000aE6aJ
5/10/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94121,0015000000Yn8Of
5/10/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94115,0015000000aE6XK
5/10/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94117,0015000000aEGIr
5/10/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,63368,0015000000VRRcZ
5/10/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94118,0015000000VRRBJ
5/10/11,$350.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94115,0015000000YMOxa
5/10/11,$700.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94118,0015000000YnLuc
5/11/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94117,0015000000aEG9A
5/11/11,$500.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94941,0015000000Zix4C
5/11/11,$700.00 ,Posted,FY11 Benefit: Ticket/Table Sales,10014,0015000000VRR8A
5/11/11,$700.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94131,0015000000Ymvrw
5/11/11,"$10,000.00 ",Posted,FY11 Benefit: Ticket/Table Sales,94118,0015000000VRR1S
5/11/11,$700.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94118,0015000000Yns5r
5/12/11,$250.00 ,Posted,FY11 Annual Giving,94025,0015000000VRRAu
5/12/11,$250.00 ,Posted,FY11 Annual Giving,27512,0015000000aEGLl
5/12/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94118,0015000000aEJeG
5/12/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94131,0015000000VRRS6
5/12/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94110,0015000000aEJHn
5/12/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94121,0015000000aEJDb
5/12/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94109,0015000000aEJAX
5/12/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,,0015000000aEJd8
5/12/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94117,0015000000aEJco
5/12/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,90405,0015000000aEJaC
5/12/11,$400.00 ,Posted,FY11 Benefit: Concert Sales,94941,0015000000aEJTo
5/12/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94112,0015000000aEJdr
5/12/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94110,0015000000aEJCo
5/12/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94109,0015000000VRR5I
5/12/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94117,0015000000VRRd7
5/12/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94117,0015000000aEJdc
5/12/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94110,0015000000aEJRT
5/12/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,95032,0015000000VRRd1
5/12/11,$100.00 ,Posted,FY11 Benefit: Donations,94133,0015000000VRR1s
5/12/11,$700.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94133,0015000000VRRYW
5/12/11,$700.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94110,0015000000aEGHj
5/13/11,"$25,000.00 ",Posted,FY11 Benefit: Ticket/Table Sales,94025,0015000000VRRFZ
5/13/11,"$8,000.00 ",Posted,FY11 Benefit: Ticket/Table Sales,94010,0015000000VRRBx
5/14/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94110,0015000000aFDzX
5/14/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94115,0015000000aFEKG
5/14/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,,0015000000aFDV8
5/14/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,,0015000000aFDQ9
5/14/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94110,0015000000aFEMV
5/14/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,,0015000000aFDpD
5/14/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94123,0015000000aFRT6
5/14/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94121,0015000000aFDTR
5/16/11,"$10,000.00 ",Posted,FY11 Annual Appeal (2010) Mailing,94920,0015000000VRR3R
5/16/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,98908,0015000000aEOzx
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94602,0015000000aFBkv
5/16/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94941,0015000000aFDh3
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94123,0015000000aFBWu
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,7945,0015000000aFBuH
5/16/11,$400.00 ,Posted,FY11 Benefit: Concert Sales,94118,0015000000VRRY9
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,,0015000000aEPY0
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94109,0015000000ah6CN
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94131,0015000000aEGJa
5/16/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94107,0015000000VRRcq
5/16/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94123,0015000000aEOz9
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94123,0015000000aFBzp
5/16/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94118,0015000000VRRQK
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94123,0015000000aEP4Y
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,,0015000000VRRdN
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94115,0015000000aFBxZ
5/16/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94116,0015000000VRR13
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94110,0015000000VRRWI
5/16/11,$300.00 ,Posted,FY11 Benefit: Concert Sales,94103,0015000000aEPWE
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94109,0015000000aEPW9
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94123,0015000000aFRQl
5/16/11,$400.00 ,Posted,FY11 Benefit: Concert Sales,94109,0015000000VRRck
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94115,0015000000aFBn6
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94117,0015000000VRRYT
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94109,0015000000aEPVz
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94103,0015000000aE0ZI
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94123,0015000000aEOwo
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94105,0015000000aEOxD
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94115,0015000000aFBuQ
5/16/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94109,0015000000VRRM9
5/16/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94109,0015000000aEPWT
5/16/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94105,0015000000aEPYo
5/16/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94114,0015000000aFDwI
5/16/11,$8.00 ,Posted,FY11 Benefit: Donations,,0015000000VRRZ4
5/16/11,$250.00 ,Posted,FY11 Benefit: Donations,10004,0015000000VRRev
5/16/11,$250.00 ,Posted,FY11 Benefit: Donations,92660,0015000000VRR9Y
5/16/11,$350.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94115,0015000000VRRCt
5/17/11,$100.00 ,Posted,FY11 Benefit: Concert Sales,94117,0015000000VRRF3
5/17/11,"$8,000.00 ",Posted,FY11 Benefit: Donations,94901,0015000000VRRb1
5/17/11,"$1,000.00 ",Posted,FY11 Benefit: Donations,,0015000000VRR1i
5/17/11,$350.00 ,Posted,FY11 Benefit: Donations,94118,0015000000VRR7U
5/17/11,"$1,000.00 ",Posted,FY11 Benefit: Donations,94133,0015000000VRR3n
5/17/11,"$1,200.00 ",Posted,FY11 Benefit: NTD Portion of Tickets,94123,0015000000VRRBz
5/17/11,"$5,000.00 ",Posted,FY11 Benefit: Ticket/Table Sales,94118,0015000000VRRAm
5/17/11,$350.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94117,0015000000VRRF3
5/18/11,"$15,000.00 ",Posted,FY11 Benefit: BATP,94549,0015000000VRR53
5/18/11,"$25,000.00 ",Posted,FY11 Benefit: BATP,94118,0015000000VRR0e
5/18/11,$200.00 ,Posted,FY11 Benefit: Concert Sales,94115,0015000000VRRFk
5/18/11,"$2,000.00 ",Posted,FY11 Benefit: Donations,94103,0015000000VRReH
5/18/11,"$1,000.00 ",Posted,FY11 Benefit: Donations,94957,0015000000VRRC3
5/18/11,"$1,000.00 ",Posted,FY11 Benefit: Donations,94109,0015000000VRRYb
5/18/11,"$1,000.00 ",Posted,FY11 Benefit: Donations,94549,0015000000VRRdK
5/18/11,$200.00 ,Posted,FY11 Benefit: NTD Portion of Tickets,94062,0015000000VRR2S
5/18/11,$500.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94123,0015000000aFKDy
5/18/11,$700.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94118,0015000000VRR6j
5/18/11,$700.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94957,0015000000VRRC3
5/18/11,$700.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94109,0015000000VRR6M
5/18/11,$350.00 ,Posted,FY11 Benefit: Ticket/Table Sales,94123,0015000000VRRXG
5/19/11,"$25,000.00 ",Posted,FY11 Annual Giving,94118,0015000000VRRAk
5/19/11,$0.00 ,Not Posted,FY11 Benefit: Auction,95014,0015000000VRRAy
5/19/11,"$80,000.00 ",Posted,FY11 Benefit: Auction,94025,0015000000aFK7W
5/19/11,"$90,000.00 ",Posted,FY11 Benefit: Auction,94118,0015000000a8HjF
5/19/11,"$33,333.00 ",Posted,FY11 Benefit: Auction,94118,0015000000a8HjF
5/19/11,"$33,333.33 ",Posted,FY11 Benefit: Auction,94115,0015000000VRR0f
5/19/11,"$112,039.11 ",Posted,FY11 Benefit: Auction,94123,0015000000aFOeN
5/19/11,"$200,000.00 ",Posted,FY11 Benefit: Auction,94920,0015000000VRR4w
5/19/11,"$33,333.00 ",Posted,FY11 Benefit: Auction,94118,0015000000VRR1W
5/19/11,"$3,000.00 ",Posted,FY11 Benefit: BATP,94114,0015000000VRR9N
5/19/11,$250.00 ,Posted,FY11 Benefit: BATP,94549,0015000000afVCU
5/19/11,$250.00 ,Posted,FY11 Benefit: BATP,94941,0015000000VRR5C
5/19/11,,Not Posted,FY11 Benefit: BATP,94015,0015000000afTQG
5/19/11,$100.00 ,Posted,FY11 Benefit: BATP,94107,0015000000VRR8R
5/19/11,$0.00 ,Not Posted,FY11 Benefit: BATP,90028,0015000000VRRe3
5/19/11,$70.00 ,Posted,FY11 Benefit: BATP,,0015000000VRRZ4
5/19/11,$250.00 ,Posted,FY11 Benefit: BATP,94114,0015000000VRRCM
5/19/11,$100.00 ,Posted,FY11 Benefit: BATP,,0015000000afV8X
5/19/11,$50.00 ,Posted,FY11 Benefit: BATP,94112,0015000000aFF5w
5/19/11,"$25,000.00 ",Posted,FY11 Benefit: BATP,94115,0015000000VRR36
5/19/11,"$5,000.00 ",Posted,FY11 Benefit: BATP,94115,0015000000VRRNH
5/19/11,$500.00 ,Posted,FY11 Benefit: BATP,94549,0015000000afVUs
5/19/11,$500.00 ,Posted,FY11 Benefit: BATP,94563,0015000000aFPGz
5/19/11,"$5,000.00 ",Posted,FY11 Benefit: BATP,94118,0015000000VRR0L
5/19/11,$500.00 ,Posted,FY11 Benefit: BATP,90291,0015000000aFOhf
5/19/11,$250.00 ,Posted,FY11 Benefit: BATP,94117,0015000000e01KN
5/19/11,$100.00 ,Posted,FY11 Benefit: BATP,94114,0015000000VRR9x
5/19/11,$50.00 ,Posted,FY11 Benefit: BATP,94110,0015000000afTR3
5/19/11,$100.00 ,Posted,FY11 Benefit: BATP,95355,0015000000VRR46
5/19/11,$400.00 ,Posted,FY11 Benefit: BATP,94109,0015000000VRRYE
5/19/11,$500.00 ,Posted,FY11 Benefit: BATP,,0015000000VRR2g
5/19/11,$20.00 ,Posted,FY11 Benefit: BATP,94110,0015000000affaa
5/19/11,"$1,000.00 ",Posted,FY11 Benefit: BATP,94306,0015000000VRRCN
5/19/11,$200.00 ,Posted,FY11 Benefit: BATP,94117,0015000000VRRW8
5/19/11,$25.00 ,Posted,FY11 Benefit: BATP,94602,0015000000VRRZX
5/19/11,"$5,000.00 ",Posted,FY11 Benefit: BATP,94941,0015000000VRR0M
5/19/11,"$5,000.00 ",Posted,FY11 Benefit: BATP,94123,0015000000VRRGv
5/19/11,"$1,000.00 ",Posted,FY11 Benefit: BATP,94025,0015000000VRRBc
5/19/11,"$25,000.00 ",Posted,FY11 Benefit: BATP,95403,0015000000VRR9P
5/19/11,"$1,000.00 ",Posted,FY11 Benefit: BATP,10022,0015000000YL0j3
5/19/11,$100.00 ,Posted,FY11 Benefit: BATP,10014,0015000000afVCA
5/19/11,$0.00 ,Not Posted,FY11 Benefit: BATP,94102,0015000000affa1
5/19/11,"$2,500.00 ",Posted,FY11 Benefit: BATP,94118,0015000000aFK2R
5/19/11,"$2,500.00 ",Posted,FY11 Benefit: BATP,94123,0015000000VRR3G
5/19/11,$500.00 ,Posted,FY11 Benefit: BATP,10010,0015000000afVfX
5/19/11,$350.00 ,Posted,FY11 Benefit: BATP,94010,0015000000aFFRt
5/19/11,$0.00 ,Not Posted,FY11 Benefit: BATP,10014,0015000000VRR8A
5/19/11,$100.00 ,Posted,FY11 Benefit: BATP,94010,0015000000afVIh
5/19/11,"$2,500.00 ",Posted,FY11 Benefit: BATP,94118,0015000000aFPTg
5/19/11,"$25,000.00 ",Posted,FY11 Benefit: BATP,94115,0015000000VRR5Q
5/19/11,"$10,000.00 ",Posted,FY11 Benefit: BATP,94941,0015000000aFPRp
5/19/11,$250.00 ,Posted,FY11 Benefit: BATP,94111,0015000000afVDe
5/19/11,"$25,000.00 ",Posted,FY11 Benefit: BATP,94111,0015000000VRRCd
5/19/11,$100.00 ,Posted,FY11 Benefit: BATP,94526,0015000000aFPNq
5/19/11,"$1,000.00 ",Posted,FY11 Benefit: BATP,94114,0015000000VRRCH
5/19/11,$25.00 ,Posted,FY11 Benefit: BATP,90291,0015000000afVKn
5/19/11,"$5,000.00 ",Posted,FY11 Benefit: BATP,94115,0015000000afRCS
5/19/11,$300.00 ,Posted,FY11 Benefit: BATP,94117,0015000000VRRXm
5/19/11,"$1,000.00 ",Posted,FY11 Benefit: BATP,94158,0015000000aFOe7
5/19/11,"$10,000.00 ",Posted,FY11 Benefit: BATP,94123,0015000000aF2cz
5/19/11,$0.00 ,Not Posted,FY11 Benefit: BATP,94109,0015000000affcg
5/19/11,$500.00 ,Posted,FY11 Benefit: BATP,94123,0015000000aF2cG
5/19/11,$0.00 ,Not Posted,FY11 Benefit: BATP,94110,0015000000afTJ6
5/19/11,"$1,000.00 ",Posted,FY11 Benefit: BATP,94960,0015000000VRRBZ
5/19/11,"$5,000.00 ",Posted,FY11 Benefit: BATP,94123,0015000000VRR8N
5/19/11,$500.00 ,Posted,FY11 Benefit: BATP,94104,0015000000afVQl
5/19/11,"$1,000.00 ",Posted,FY11 Benefit: BATP,94062,0015000000VRR2S
5/19/11,$250.00 ,Posted,FY11 Benefit: BATP,94114,0015000000aF2dx
5/19/11,$500.00 ,Posted,FY11 Benefit: BATP,94563,0015000000VRRRv
5/19/11,"$2,000.00 ",Posted,FY11 Benefit: BATP,94109,0015000000VRRBY
5/19/11,$50.00 ,Posted,FY11 Benefit: BATP,94305,0015000000afTgX
5/19/11,$200.00 ,Posted,FY11 Benefit: BATP,94027,0015000000aFFqv
5/19/11,$500.00 ,Posted,FY11 Benefit: BATP,94114,0015000000VRRGD
5/19/11,$300.00 ,Posted,FY11 Benefit: BATP,94939,0015000000VRRbb
5/19/11,$0.00 ,Not Posted,FY11 Benefit: BATP,94123,0015000000ZikYt
5/19/11,$500.00 ,Posted,FY11 Benefit: BATP,94920,0015000000aFODL
5/19/11,$250.00 ,Posted,FY11 Benefit: BATP,94901,0015000000afVJB
5/19/11,$20.00 ,Posted,FY11 Benefit: BATP,94103,0015000000afcgb
5/19/11,$20.00 ,Posted,FY11 Benefit: BATP,,0015000000affe8
5/19/11,"$10,000.00 ",Posted,FY11 Benefit: BATP,94133,0015000000VRRYW
5/19/11,$100.00 ,Posted,FY11 Benefit: BATP,94118,0015000000VRR4a
5/19/11,"$100,000.00 ",Posted,FY11 Benefit: BATP,94109,0015000000VRR2L
5/19/11,"$5,000.00 ",Posted,FY11 Benefit: BATP,94118,0015000000VRRZo
5/19/11,$0.00 ,Not Posted,FY11 Benefit: BATP,94117,0015000000afRof
5/19/11,"$25,000.00 ",Posted,FY11 Benefit: BATP,94118,0015000000VRRAk
5/19/11,$100.00 ,Posted,FY11 Benefit: BATP,95126,0015000000afVLq
5/19/11,"$800,000.00 ",Posted,FY11 Benefit: BATP,94115,0015000000VRREt
5/19/11,$100.00 ,Posted,FY11 Benefit: BATP,94920,0015000000VRR6p
5/19/11,$500.00 ,Posted,FY11 Benefit: BATP,94118,0015000000afZVt
